text,label_true,label_pred,score,error_type
nên tăng cường các bài tập về nhà .,0,1,1,False Positive
cần thực hành thêm nhiều bài tập .,0,1,1,False Positive
thời gian nộp bài thực hành quá ngắn .,0,1,3,False Positive
giảng viên dạy còn tương đối nhanh và hơi khó hiểu .,0,1,4,False Positive
thầy chưa bao giờ đến lớp .,0,1,4,False Positive
"thầy nên nói nhiều về ứng dụng thực tế , như mình công thức này thường áp dụng cho những thiết bị nào .",0,1,1,False Positive
"thầy chỉ giảng những kiến thức có trong slide bài giảng , trong khi nội dung môn học có bài tập nhưng sinh viên không được hướng dẫn kỹ về cách làm bài .",0,1,10,False Positive
giảng dạy thờ ơ .,0,1,1,False Positive
cô dạy vẫn còn hơi khó hiểu ạ .,0,1,2,False Positive
"phòng học buổi trưa rất nóng , có thể trang bị thêm quạt thì tốt hơn .",0,1,4,False Positive
"thầy nên đánh giá kỹ hoạt động trên lớp của từng thành viên trong nhóm , ai đóng góp nhiều , nghiêm túc .",0,1,3,False Positive
những vấn đề thầy đem ra thường quá đi lệch khá xa so với những gì thầy đang giảng dạy .,0,1,5,False Positive
bài tập ít đa dạng .,0,1,2,False Positive
deadline không cho nộp quá hạn .,0,1,2,False Positive
"đề cập nhiều hơn về các vấn đề , nội dung thực tế hiện nay ví dụ ipv6 là điều cần quan tâm nhưng chỉ đề cập sơ sài .",0,1,4,False Positive
không có điều gì không hài lòng .,1,0,-1,False Negative
tốc độ giảng bài hơi nhanh .,0,1,1,False Positive
một số phòng thực hành nên thay dàn máy phù hợp hơn .,0,1,7,False Positive
do phòng thực hành quá nhỏ nên phòng đào tạo cần chia ca thực hành chứ không nên đề các bạn kéo đến và không có chỗ ngồi .,0,1,2,False Positive
thầy không cho slide bài giảng cũng không giới thiệu tài liệu đọc thêm .,0,1,4,False Positive
do thời hạn có hạn và sinh viên đi học nên giảng viên chưa quan tâm được hết tất cả sinh viên .,0,1,5,False Positive
mọi bài thực hành sinh viên tự đọc hiểu và sự có mặt của giảng viên trên lớp chỉ mang hình thức có mặt .,0,1,6,False Positive
"giảng viên chưa giải hết thắc mắc của sinh viên , còn một vài vấn đề chưa hiểu rõ .",0,1,4,False Positive
mong cô có thể giảng dạy nội dung dễ hiểu hơn .,0,1,4,False Positive
nhưng trong khi đó tụi em không hiểu một chút gì về môn học mà giảng viên đang giảng dạy thì chép vào để làm gì .,0,1,5,False Positive
"phòng học còn nóng và bụi bặm , máy chiếu tuy nhìn được nhưng như vậy vẫn là mờ , nếu ngồi xa hay hôm nào sáng quá sẽ khó thấy .",0,1,3,False Positive
"ít nói chuyện trực tiếp với từng học sinh nhiều , ít cầm micro nên học sinh ngồi dưới nhiều khi không nghe rõ hoặc không nghe được .",0,1,2,False Positive
cần dạy dễ hiểu và tận tâm hơn .,0,1,1,False Positive
từ đó bọn em khó mà có được nhiều kiến thức về môn học này .,0,1,3,False Positive
"thời lượng môn học quá dài , sinh viên cảm thấy mệt mỏi .",0,1,2,False Positive
"nhiều lúc nói chuyện ngoài lề hơi nhiều , dạy thâm giờ .",0,1,2,False Positive
"sinh viên ít được thực hành trên thiết bị mạng thật , mong nhà trường tạo điều kiện hơn cho sinh viên được thực hành .",0,1,5,False Positive
"thầy nói hơi chậm , còn rườm rà dẫn đến nhiều sinh viên không hiểu hết vấn đề thầy nói .",0,1,3,False Positive
nên phát hết các bài kiểm tra còn lại .,0,1,2,False Positive
giảng viên thường xuyên đi trễ vào những buổi gần cuối .,0,1,2,False Positive
nên rèn kỹ năng nghe và nói nhiều hơn cho sinh viên .,0,1,3,False Positive
cô chưa nắm bắt được thực trạng học của sinh viên .,0,1,2,False Positive
nên nâng cao chất lượng sơ sở .,0,1,1,False Positive
"em thấy bất cập là khi giải bài trên bảng ở giảng đường 1 , khoảng cách thì xa trong khi chữ viết của sinh viên lại rất mờ và nhỏ , khó có thể thấy rõ .",0,1,4,False Positive
phân bổ thời gian không hợp lý lắm trong từng phần chương trình học .,0,1,3,False Positive
cách giảng dạy còn hơi khó hiểu .,0,1,2,False Positive
bị chậm hoặc bị treo máy giữa chừng .,0,1,2,False Positive
"kiến thức thu được là con số 0 , ngao ngán với bài tập cách giảng dạy của giảng viên .",0,1,4,False Positive
cô dạy hay và rất nhiệt tình .,1,0,0,False Negative
nên nhiều khi em thấy không thể hiểu .,0,1,2,False Positive
"giảng viên không gây hứng thú cho sinh viên , làm sinh viên chán nản .",0,1,2,False Positive
"thầy dạy quá nặng môn học 3 tiết kéo dài lên 5 tiết , không tiếp thu hết được kiến thức thầy truyền đạt .",0,1,6,False Positive
"lý thuyết có lẽ thầy rất hay song về bài tập có lẽ hơi mập mờ về kiến thức , rất thường nhầm lẫn .",0,1,4,False Positive
"thầy nói nghe không rõ , truyền đạt khó hiểu , không tạo hứng thú cho sinh viên .",0,1,4,False Positive
thầy wzjwz313 dạy rất nhiệt tình còn thầy wzjwz314 chưa giảng giải kỹ lắm và một số thao tác của thầy wzjwz314 còn hơi nâng cao với tụi em .,0,1,7,False Positive
cần thực hành môn học nhiều hơn .,0,1,1,False Positive
đề thi lẫn lý thuyết và trắc nghiệm khó hơn nhiều so với kiến thức đã được học .,0,1,4,False Positive
"tại sao thầy không tổng hợp bài tập rồi cho sinh viên đem in , photo ra .",0,1,4,False Positive
phương pháp giảng dạy chưa được cập nhật .,0,1,2,False Positive
giảng viên hay đến muộn .,0,1,3,False Positive
môn này theo em thì nên giảng dạy ở hình thức 1 sẽ giúp sinh viên nắm bắt được kiến thức tốt hơn .,0,1,7,False Positive
"kinh nghiệm truyền đạt rất tệ , khiến sinh viên vô cùng buồn ngủ .",0,1,5,False Positive
hy vọng thầy giảng song ngữ để chúng em hiểu bài hơn ạ .,0,1,3,False Positive
"thông báo học quá trễ , qua kỳ thi giữa kỳ 2 - 3 tuần mới có thông báo học buổi học thực hành đầu tiên .",0,1,7,False Positive
"cách tính học phí đối với môn thực hành không được rõ ràng và minh bạch , trong khi học thực hành sinh viên hầu như không sử dụng máy tính của trường và kiến thức học được từ giảng viên là rất ít so với học lý thuyết .",0,1,8,False Positive
thầy cần tập trung thật nhiều vào phần trọng tâm trọng điểm mà môn học đã được đề ra .,0,1,4,False Positive
"môn nhập môn quản trị doanh nghiệp thầy wzjwz111 dạy thường xuyên nghỉ học , lại không có thông báo trước .",0,1,7,False Positive
"giảng không hiểu , nói nhiều .",0,1,2,False Positive
nhiều lúc giảng dạy nói hơi nhanh .,0,1,2,False Positive
"đúng từng câu chữ thì ok , còn lại failse .",0,1,1,False Positive
giáo viên cần cho sinh viên nói nhiều thực hành giao tiếp trên lớp .,0,1,4,False Positive
"giảng viên không tương tác với sinh viên , bài giảng thiên về lý thuyết rất nhàm chán .",0,1,4,False Positive
"thầy giảng lý thuyết khá chung chung , trừu tượng , khó áp dụng kiến thức .",0,1,3,False Positive
"những thứ đó không đủ để làm bài thực hành như tuần 5 , tuần 6 , tuần 7 .",0,1,3,False Positive
nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .,0,1,5,False Positive
seminar hiệu quả .,1,0,0,False Negative
quá cứng nhắc trong cách cho điểm .,0,1,2,False Positive
"thầy mới gặp sinh viên có 2 buổi , nội dung khá khó hiểu để nắm .",0,1,4,False Positive
"cần phân bố lại chương trình dạy tốt hơn , tạo ra nhiều hoạt động ngoại khóa kích thích đam mê và hướng thú hơn với môn học .",0,1,6,False Positive
cô dạy slide về lý thuyết hơi nhanh .,0,1,4,False Positive
thầy cần cho nhiều bài tập hơn .,0,1,1,False Positive
thầy giảng nhanh trong khi slide ít code .,0,1,4,False Positive
giảng viên cần nhiệt tình và tích cực hơn nữa trong khi truyền đạt tới sinh viên .,0,1,4,False Positive
đôi lúc nói nhanh nghe không kịp .,0,1,1,False Positive
"em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học .",0,1,4,False Positive
nên để giảng viên dạy lý thuyết cả thực hành sẽ logic hơn .,0,1,4,False Positive
"em cảm thấy áp lực và không thoải mái trao đổi với thầy , hỏi thầy mà thầy không trả lời .",0,1,6,False Positive
thầy dạy nhàm chán buồn ngủ .,0,1,4,False Positive
giảng viên giảng hơi nhanh một số phần .,0,1,2,False Positive
cần chia nhóm học tập .,0,1,3,False Positive
"cách trình bày , diễn đạt kiến thức chưa được tốt .",0,1,3,False Positive
"bài dạy phụ thuộc nhiều vào slide , cách truyền đạt chưa thực sự phù hợp với cá nhân .",0,1,3,False Positive
"dạy theo phương pháp truyền thống , lối mòn , lặp khuông như dạy ngữ pháp , giải bài tập .",0,1,4,False Positive
đề thi quá dài không phù hợp với lượng thời gian thi .,0,1,3,False Positive
"cô hay đảo lộn giữa slide tiếng anh và tiếng việt làm việc theo dõi nội dung hơi khó , ngoài ra cách cô dạy không phải là khó tiếp thu mà tại vì cô không tạo được sự thoải mái trong tiết học làm cho chúng em không có hứng học tập .",0,1,13,False Positive
"cô dạy rất rõ ràng , rành mạch , nhưng hơi thiên về lý thuyết .",0,1,3,False Positive
"cho chép bài quá nhiều , không triển khai slide bài giảng trên moodle .",0,1,4,False Positive
nên đưa ra các ứng dụng thực tiễn của môn học .,0,1,2,False Positive
"thầy hơi khó , nhiều điều dạy chưa hiểu lắm .",0,1,3,False Positive
em không liên hệ được mối quan hệ giữa chương trình học theo sách và đề thi .,0,1,5,False Positive
tài liệu cho môn học còn hạn chế .,0,1,1,False Positive
"bài tập về code hơi ít , thực hành chưa đi đôi với lý thuyết .",0,1,6,False Positive
thời gian bù môn học thường bị trùng với những tiết khác nên em thường phải bị vắng tiết .,0,1,6,False Positive
các máy tính trong phòng lab nên cài đặt thêm phần mềm android studio để phục vụ việc thực hành môn này .,0,1,1,False Positive
cô giảng có hơi khó hiểu .,0,1,2,False Positive
"sinh viên hỏi , nhận câu trả lời cũng như không hỏi .",0,1,2,False Positive
nó rất rập khuôn và không thể khiến cho sinh viên tiến bộ được .,0,1,1,False Positive
nên có ngoại khóa .,0,1,1,False Positive
"còn nhiều thứ còn khó hiểu , khó tiếp cận .",0,1,1,False Positive
"cần chia nhỏ thêm các phần của môn thực hành , khi đó sinh viên sẽ dễ làm và có thể hiểu được bài rõ hơn khi thiết kế mạch và kiểm tra trên kit .",0,1,4,False Positive
giảng viên truyền đạt kiến thức kém hiệu quả .,0,1,1,False Positive
thầy dạy hay nhưng do bận nhiều việc nên thời gian học không đảm bảo .,0,1,5,False Positive
chưa có thời gian cho sinh viên ngẫm nghĩ điều mình mới học mà đã qua nội dung khác để theo kịp chương trình .,0,1,3,False Positive
"nhưng giảng viên cho thực hiện đồ án với một ngôn ngữ hoàn toàn mới với hầu hết sinh viên html , cs , php cơ sở dữ liệu elg , tài liệu mô tả hoàn toàn không rõ ràng nhưng giảng viên buộc sinh viên liên tục liên hệ để giải quyết .",0,1,2,False Positive
"trong đó những nội dung thầy nói thì rất chung chung , đôi khi không thực tế .",0,1,3,False Positive
còn hơi kéo thời gian .,0,1,2,False Positive
nghỉ dạy rồi còn ý kiến gì nữa hả .,0,1,3,False Positive
hơi có phần cá nhân nhưng tiếng của thầy hơi khó nghe .,0,1,5,False Positive
thường xuyên cho nghỉ đột xuất .,0,1,1,False Positive
một số kiến thức năng cao thầy trình bày còn khó hiểu .,0,1,4,False Positive
"thầy hay dạy quá giờ , 3h15 kết thúc nhưng hơn 3h30 mới cho về .",0,1,1,False Positive
nên tận tình hơn với sinh viên .,0,1,1,False Positive
cách truyền đạt của giảng viên làm sinh viên khó tiếp thu .,0,1,4,False Positive
"sử dụng thời gian lên lớp không hiệu quả , khâu chuẩn bị nội dung chưa tốt .",0,1,5,False Positive
giảng viên nên tương tác với sinh viên nhiều hơn nữa .,0,1,2,False Positive
"môn học này không có sắp xếp lịch học , phòng học .",0,1,5,False Positive
thầy wzjwz114 nên quan tâm tất cả học sinh hơn chút nữa !,0,1,2,False Positive
em cảm thấy sự tương quan giữa tiết học thực hành và lý thuyết chưa hợp lý lắm .,0,1,6,False Positive
"cho nhiều bài tập nhưng không giải , sinh viên chỉ biết làm mà không biết mình làm đúng hay không .",0,1,1,False Positive
môn học này quá tải .,0,1,1,False Positive
sử dụng hệ thống nộp bài và chấm điểm bằng wecode và hackerrank chưa chính xác .,0,1,2,False Positive
"những thứ này không nên giảng dạy vì không phải cứ học những thứ đó là "" thành công "" , rất phí thời gian đến lớp .",0,1,2,False Positive
cần cho thêm nhiều bài tập kết hợp hướng dẫn để sinh viên tham khảo .,0,1,4,False Positive
thực trạng chung là giảng viên dạy thực hành ở trường chưa thật sự tận tâm giúp sinh viên nâng cao kỹ năng thực hành của môn học đó .,0,1,11,False Positive
mong cô sẽ dạy chậm hơn chút để tụi em có thể theo kịp !,0,1,3,False Positive
giao tiếp nhiều hơn .,0,1,1,False Positive
cô dạy hơi nhanh làm em không thể tiếp thu được hết .,0,1,4,False Positive
"nên khắc phục tình trạng giảng viên không lên lớp , vì như vậy làm mất nhiều thời gian cho sinh viên tụi em .",0,1,6,False Positive
thường xuyên nghỉ không thông báo trước và đi trễ .,0,1,4,False Positive
dù đã xem trước bài khi lên lớp nhưng nó quá xa lạ đối với em .,0,1,3,False Positive
hơi khó để tiếp xúc với cách dạy của thầy .,0,1,4,False Positive
thầy dạy hơi gây buồn ngủ .,0,1,2,False Positive
mong ý kiến của em sẽ được xem xét .,0,1,1,False Positive
"em thấy đề thi khó và khác so với những gì đã học , cụ thể là phần đọc đoạn văn .",0,1,4,False Positive
"thầy nói nhiều , làm việc hơi thiếu chuyên nghiệp , cho học quá nhiều quá lâu dưới trời nắng nóng , tập luyện quá sức , mong thầy giảm bớt thời lượng học lại ạ .",0,1,4,False Positive
mong thầy giải bài tập trên lớp .,0,1,5,False Positive
"bài tập thầy cho quá nhiều , xong chưa có trọng tâm và quá nhiều lý thuyết dẫn đến thời gian thực hành kém .",0,1,5,False Positive
"giáo viên nên giảng bài cho học sinh , không nên ngồi để học sinh tự nghiên cứu .",0,1,2,False Positive
tăng cường kỹ năng nói nhiều hơn nữa .,0,1,2,False Positive
như vậy thì quá bất công .,0,1,2,False Positive
phần bài tập thực hành nên bám sát với phần lý thuyết .,0,1,4,False Positive
cần đưa ra nhiều ví dụ minh họa hơn .,0,1,1,False Positive
nhiều thử thách cho sinh viên .,0,1,1,False Positive
nên tập trung vào nghe và nói tiếng anh nhiều hơn .,0,1,1,False Positive
học những môn tiên quyết trước .,0,1,2,False Positive
giảng viên không có cách giải quyết gì mà vẫn cho làm bài tập nộp tại chỗ như bình thường .,0,1,1,False Positive
làm sao có thể tìm thấy điểm không hài lòng được .,1,0,0,False Negative
cập nhật bài tập mới .,0,1,2,False Positive
giờ học chưa đảm bảo .,0,1,1,False Positive
"em nghĩ việc học sẽ hiệu quả hơn , khi thầy dạy chúng em đầy đủ tiết .",0,1,6,False Positive
giảng dạy quá nhanh .,0,1,2,False Positive
trợ giảng dạy không hiểu gì .,0,1,1,False Positive
không thật sự công bằng và đúng theo yêu cầu .,0,1,2,False Positive
dành nhiều thời gian trên lớp để chép bài lên bảng .,0,1,2,False Positive
"cách giảng bài bám sát sách nên còn tương đối dài và tốn nhiều thời gian , chưa đem lại cái nhìn tổng quát của bài và bỏ qua một số chi tiết của bài .",0,1,6,False Positive
giáo viên tới ngày cuối cung mới dạy nội dung thi nên nếu có việc bận không học bù được .,0,1,7,False Positive
thầy theo chế độ trọng nam khinh nữ doubledot các câu hỏi dành cho nữ nhiều hơn dành cho nam .,0,1,3,False Positive
thầy nghỉ quá nhiều tiết và chỉ dạy những thứ mà sinh viên đã biết rồi hoặc đã có trong slide .,0,1,5,False Positive
"em nghĩ môn này nên minh họa nội dung lý thuyết bằng một đề tài suốt tất cả các nội dung , giống như làm một đồ án luôn vậy , như thế sẽ dễ nắm bắt và hiểu lý thuyết hơn .",0,1,7,False Positive
hệ thống âm thanh hỗ trợ những bài nghe không được như yêu cầu môn học .,0,1,2,False Positive
diễn đạt trong giảng dạy không được tốt lắm .,0,1,1,False Positive
"ghi quá nhiều , giảng dạy còn khó hiểu , nên sửa bài tập cho về .",0,1,2,False Positive
"bài tập thầy đưa ra cho lớp hơi khó , nhưng quá đó giúp chúng em rèn luyện tư duy thuật toán .",0,1,5,False Positive
môn học không bổ trợ cho sinh viên khả năng làm việc sau này .,0,1,6,False Positive
nên dạy lý thuyết trước rồi thực hành sau .,0,1,2,False Positive
"em không thể đi học môn wzjwz75 , nên học kỳ này sẽ nợ môn này .",0,1,3,False Positive
em đi học đầy đủ nhưng không có máy để thực hành .,0,1,4,False Positive
còn nhiều slide .,0,1,1,False Positive
"cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên .",0,1,5,False Positive
hình thức thực hiện chưa chuyên nghiệp và máy móc .,0,1,1,False Positive
thầy cho ít bài tập quá .,0,1,3,False Positive
he's very funny .,1,0,0,False Negative
"chấm điểm đồ án không thực sự tỉ mỉ , chưa có tính chính xác đối với những trường hợp không hề hiểu code mà vẫn có điểm .",0,1,5,False Positive
"làm sinh viên khó liên hệ giữa lý thuyết và thực hành , dẫn tới không hiểu mình đang được học gì !",0,1,4,False Positive
"giảng viên nên cân đối thời gian giảng dạy , không để trễ bài .",0,1,6,False Positive
"dễ hiểu , phương thức giảng dạy linh hoạt .",1,0,0,False Negative
"nên chọn cách nói chuyện gần gũi hơn với sinh viên , khí đó khó cỡ nào sinh viên cũng vui và cùng thầy làm bài , còn làm như khi dạy ở các trường dân lập thì dotdotdot .",0,1,7,False Positive
không biết thầy dạy cái gì cả !,0,1,1,False Positive
giáo viên giọng khó nghe và hơi nhỏ .,0,1,3,False Positive
giảng viên chỉ đứng lớp và điểm danh .,0,1,2,False Positive
"giảng viên thực hành nên hướng dẫn sinh viên thực hành một cách cụ thể , không nên ngồi làm việc riêng rồi khi sinh viên gọi hỏi thì lại tỏ thái độ khó chịu .",0,1,6,False Positive
thường xuyên cho nghỉ mà không thông báo .,0,1,4,False Positive
quá kém .,0,1,2,False Positive
nhiều bạn chỉ copy code trên mạng nhưng điểm lại cao hơn những bạn thực sự làm .,0,1,2,False Positive
"giảng bài với tốc độ nhanh quá , nhiều phần không theo kịp .",0,1,3,False Positive
nếu như thế thì giáo viên lý thuyết có thể đưa bài thực hành cho sinh viên làm mà không cần đến giảng viên thực hành .,0,1,5,False Positive
kiến thức thực cần phải tế hơn .,0,1,1,False Positive
"giảng viên cần thay đổi cách dạy , tích cực hơn thay vì chỉ đọc chép .",0,1,4,False Positive
like ( y ) .,1,0,0,False Negative
"và thầy cứ chấm từng bạn từng bạn cho đến khi thầy bước đến chấm bài của tôi , lúc đầu tôi cứ nghĩ là thầy cũng sẽ như bao bạn khác chỉ hỏi lý thuyết và cách áp dụng vào đồ án , nhưng không thầy hỏi chính xác từng đoạn code cái này làm gì cái kia làm gì , và kết cục chắc các bạn cũng biết rồi , tôi đã tạch môn này .",0,1,11,False Positive
cần hướng dẫn sinh viên ôn tập .,0,1,2,False Positive
"nhưng cách truyền đạt và cách dạy học rất buồn ngủ , không hiệu quả , rắc rối .",0,1,2,False Positive
chất lượng đào tạo quá tốt .,1,0,0,False Negative
tài liệu phục vụ học tập còn ít .,0,1,1,False Positive
"thầy dạy rất nhiệt tình nhưng bị lố giờ nhiều quá , môn học có 4 tiết nhưng lúc nào cũng gần như là 5 tiết .",0,1,4,False Positive
thay vào đó nên là báo cáo đồ án .,0,1,2,False Positive
thầy chậm trễ trong việc gặp sinh viên để thảo luận về vấn đề đồ án .,0,1,5,False Positive
và từ những sự cố trên tự nhiên năm nay em vừa tốn tiền học lại mà không được học vừa bị rớt môn không được cộng điểm rèn luyện .,0,1,2,False Positive
nên bỏ môn học này vì nó không sát với chương trình học .,0,1,2,False Positive
lần sau nên chuyển sang trắc nghiệm hỏi được nhiều cái hơn .,0,1,2,False Positive
nếu được em kiến nghị là muốn giảm số lượng tiết trong một buổi học 4 tiết thành 3 tiết được rồi !,0,1,2,False Positive
chưa chuẩn bị kỹ nội dung giảng dạy .,0,1,3,False Positive
thầy chưa hướng dẫn chi tiết .,0,1,2,False Positive
"chưa giảng dạy nhiều về bài tập , cũng như hướng dẫn sinh viên hướng giải quyết nó .",0,1,5,False Positive
các kiến thức về môn này nói chung thì em rất thích nhưng khi bắt đầu lớp học thì không giống như em nghĩ .,0,1,7,False Positive
"khi thi thì thời gian quá ngắn để thực hiện trình bày dù đã nghĩ ra cách giải dạy sinh viên "" làm nhanh những việc dễ "" dạy sinh viên thành "" thợ "" .",0,1,10,False Positive
không vận dụng thời gian hợp lý .,0,1,2,False Positive
nghỉ học quá nhiều .,0,1,3,False Positive
cần giảng viên có cách giảng dạy tốt hơn .,0,1,2,False Positive
"mong rằng những môn có thực hành , giáo viên nên mở chat box và forum cho sinh viên dễ trao đổi với nhau , cũng như nhanh chóng nhận được lời giải đáp thắc mắc từ giáo viên .",0,1,9,False Positive
nên gắn chặt hơn nữa môn học với thực tiễn .,0,1,2,False Positive
giáo viên tổ chức hoạt động theo nhóm .,0,1,3,False Positive
môn học khá là khó tiếp cận .,0,1,2,False Positive
"cập nhật liên tục những công nghệ mới , không giảng dạy những công nghệ đã quá cũ trang thiết bị thực hành cần hoàn thiện .",0,1,4,False Positive
"slide môn học hoặc các tài liệu cần rõ ràng hơn nữa , nhiều phần rất khó hiểu nhưng lại rất ít kiến thức về nó , làm sinh viên không thể hiểu được bản chất của bài đó .",0,1,1,False Positive
cần tăng cường các buổi training do giảng viên đứng lớp để giải thêm các bài tập .,0,1,3,False Positive
"cái gì không biết thì phải tự mày mò tìm kiếm , không thể cứ trông đợi lời giải đáp từ giảng viên .",1,0,0,False Negative
giảng rất cận kẽ hơi chậm .,0,1,2,False Positive
"phòng học quá nóng phòng wzjwz96 , lớp em có nhiều sinh viên nhưng chỉ có 2 cái quạt , học anh văn vào buổi chiều bị nắng chiếu mà còn nóng thì em tiếp thu bài rất kém ạ !",0,1,6,False Positive
lịch nghỉ quá nhiều nhưng lịch học bù không hợp lý .,0,1,4,False Positive
"phần hướng dẫn thực hành nên tập trung vào bài tập cần làm , hơn là hướng dẫn các ví dụ khó hiểu và không liên quan ví dụ như cho input và output để sinh viên có thể hình dung ra những công việc cần làm .",0,1,10,False Positive
lớp chất lượng cao nhưng lại thiếu thiết bị .,0,1,1,False Positive
cho làm nhiều bài tập .,0,1,1,False Positive
"thầy rất tận tâm , về lý thuyết thầy giảng rất hay và tuyệt đối , song về bài tập thì ngược lại , thầy nói chỉ sơ qua , như là mặc định các sinh viên đều đã biết tính toán .",0,1,7,False Positive
viết lên bảng nhiều quá .,0,1,3,False Positive
cô dạy nhanh .,0,1,1,False Positive
tài liệu phục vụ cho môn học chưa được nhà trường hỗ trợ .,0,1,4,False Positive
giáo viên không lên lớp .,0,1,1,False Positive
trong khi thầy giảng nội dung rất khó hiểu .,0,1,4,False Positive
"thầy nên chuẩn bị riêng một slide cho mình để giảng dạy , không nên lấy slide của người khác rồi đến khi sơ sót , thầy lại lấy cái lý do "" đây không là slide của tôi "" , "" cái này tôi cũng không rõ nữa "" .",0,1,3,False Positive
"thầy luôn dặn chúng em phải trăn trở về tương lai , phải có sự phấn đấu , hoàn thiện tốt nhất mọi công việc .",1,0,0,False Negative
cô nên dạy nội dung thực tiễn của nội dung môn học với cuộc sống hơn .,0,1,5,False Positive
nêu rõ mục đích cũng như ứng dụng của môn học ngay từ đầu .,0,1,1,False Positive
lượng kiến thức quá nhiều trong một học kỳ .,0,1,1,False Positive
cô up slide chậm .,0,1,3,False Positive
"cung cấp thêm tài liệu phục vụ môn học cho sinh viên , trình bày rõ mục tiêu bài học và sử dụng giờ lên lớp một cách hiệu quả hơn .",0,1,8,False Positive
nâng cao chất lượng phòng học .,0,1,4,False Positive
chưa có sức thu hút .,0,1,1,False Positive
thầy cần sử dụng máy chiếu khi giảng bài vì lớp khá đông !,0,1,1,False Positive
thà sinh viên ở nhà tự thực hành vui hơn .,0,1,3,False Positive
"em không hài lòng về thời gian lên lớp đúng giờ của thầy , sau đợt học quân đội mấy tuần liền sinh viên bọn em tới học rồi chờ hơn 1 tiếng rồi về .",0,1,7,False Positive
"thầy dạy không đúng giờ , không hướng dẫn sinh viên thực hành .",0,1,5,False Positive
"thầy dạy nhanh , nhiều khi theo không kịp .",0,1,4,False Positive
cho nhiều bài tập khó cho sinh viên làm .,0,1,2,False Positive
"có thể phần thực hành sinh viên sẽ có hai sự lựa chọn doubledot tự xây dựng một chương trình phân loại văn bản , như vậy chương trình sẽ có thể không xử lý được những đoạn văn bản phức tạp hoặc lớn thế nên cách chấm điểm sẽ có phần nương tay đối với phần áp dụng này .",0,1,10,False Positive
mong giáo viên có thể giải đáp nhiều bài tập cho sinh viên hơn trên lớp .,0,1,7,False Positive
hình như thầy không dùng moodle .,0,1,1,False Positive
rất chi tiết và dễ hiểu .,1,0,0,False Negative
thầy có thể cho nhiều bài tập hơn nhưng ở dạng tùy chọn hoặc bài tham khảo thêm ngoài những bài tập bắt buộc .,0,1,5,False Positive
không phải là môn đi học .,0,1,2,False Positive
"không có , chỉ là phòng lab máy nên được nâng cấp .",0,1,4,False Positive
hăng say đến nỗi quên cả giờ giấc .,1,0,0,False Negative
"không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố .",0,1,4,False Positive
nhiều trang thiết bị thực hành trong phòng thực hành điện tử cơ bản đa số hư hỏng nhiều cần phải thay mới .,0,1,2,False Positive
"không nêu rõ thời gian học lý thuyết , thời gian bắt đầu tiết học lý thuyết bị thay đổi mà không báo trước , làm ảnh hưởng đến nhiều sinh viên , nhất là các bạn ở xa .",0,1,9,False Positive
"bỏ phần thuyết trình giữa kỳ đi , chẳng ai để ý cái đó cả !",0,1,3,False Positive
"giảng viên thực hành và giảng viên lý thuyết không liên hệ với nhau dẫn đến không thống nhất nội dung bài học , mỗi người dạy một phần khác nhau .",0,1,9,False Positive
cần nêu rõ mối liên hệ giữa môn này với chuyên ngành đang theo học .,0,1,4,False Positive
bám vào slide đọc khá nhiều .,0,1,3,False Positive
cách truyền đạt hơi buồn ngủ !,0,1,1,False Positive
"thầy có thái độ phân biệt , chỉ quan tâm đến một vài sinh viên .",0,1,3,False Positive
"máy chiếu phòng wzjwz126 quá mờ , đề nghị được sửa sớm để phục vụ tốt hơn cho học tập .",0,1,1,False Positive
thầy hay tính toán sai lặt vặt làm khó theo dõi bài giải .,0,1,3,False Positive
"phần thực hành khó , em thường làm rất mơ hồ và không hiểu ý nghĩa của bài tập .",0,1,6,False Positive
giảng viên nên đưa ra thêm những ví dụ thực tiễn hơn trong mô hình kinh doanh ngoài thực tế .,0,1,3,False Positive
"cần đưa ra các ứng dụng thực tiễn của môn học , giúp cho sinh viên có thể định hình được họ có thể làm được những gì khi kết thúc môn học , đồng thời có thể áp dụng kiến thức môn học để đáp ứng yêu cầu của thị trường lao động .",0,1,11,False Positive
đề thi cuối kỳ quá khó và cấu trúc đề quá kỳ lạ .,0,1,7,False Positive
"chép bài trên bảng nhanh , giảng hơi nhanh .",0,1,2,False Positive
thầy nên dạy nhiều ví dụ hơn .,0,1,2,False Positive
không giúp đỡ sinh viên trong những vấn đề xung quanh .,0,1,2,False Positive
"mong thầy có thể "" chấp nhận "" những sinh viên trung bình , yếu .",0,1,2,False Positive
nói chung em không hài lòng với năng lực giảng dạy của thầy wzjwz164 .,0,1,4,False Positive
cần có thêm tài liệu cụ thể và cập nhật mới .,0,1,2,False Positive
nâng cao trang thiết bị phòng học .,0,1,1,False Positive
ngoại trừ khi thi thì có một số phần không được nói nhưng sao thi lại ra câu đó .,0,1,3,False Positive
thầy nên chia sẻ giáo trình với sinh viên .,0,1,3,False Positive
đề thi thực hành quá khó .,0,1,4,False Positive
