text,label_true,label_pred,score,error_type
Tuy cuốn hút nhưng dạy khá khó hiểu .,0,1,2.0,False Positive
Thật sự thầy chưa được đầu tư đúng mức .,0,1,2.0,False Positive
Cô dạy chẳng rõ ràng .,0,1,1.0,False Positive
Cô giảng vô cùng dễ tiếp thu .,1,0,0.0,False Negative
Nhìn chung phương pháp dạy còn khá dàn trải .,0,1,2.0,False Positive
Nhìn chung môn học này nên thêm nhiều bài tập thực hành .,0,1,2.5,False Positive
Tuy hay nhưng dạy hơi khô khan .,0,1,2.5,False Positive
Thật sự cô còn nhiều chỗ chưa hợp lý .,0,1,1.0,False Positive
Theo em cách giảng dạy còn sơ sài và thiếu chiều sâu .,0,1,2.0,False Positive
Nhìn chung cách truyền đạt chưa được đầu tư đúng mức .,0,1,3.0,False Positive
Nhìn chung phương pháp dạy còn nặng lý thuyết .,0,1,3.0,False Positive
Tuy hơi hời hợt nhưng khá hữu ích .,1,0,0.5,False Negative
Phần lý thuyết cực kỳ nhàm chán .,0,1,3.0,False Positive
Phương pháp dạy nên thêm nhiều bài tập thực hành .,0,1,1.5,False Positive
Phần lý thuyết còn nặng lý thuyết .,0,1,2.0,False Positive
Cách truyền đạt quá lan man .,0,1,2.5,False Positive
Nói thật phần lý thuyết nên cập nhật lại giáo trình .,0,1,1.5,False Positive
Cách giảng dạy không khó theo dõi một chút nào .,1,0,0.0,False Negative
Tuy nhiệt tình nhưng dạy cực kỳ khó theo dõi .,0,1,4.0,False Positive
Tuy hơi hời hợt nhưng hơi dễ hiểu .,1,0,-0.5,False Negative
Cách giảng dạy quá khô khan .,0,1,2.5,False Positive
Cô cực kỳ lan man .,0,1,2.0,False Positive
Thầy không khó theo dõi chút nào .,1,0,0.0,False Negative
Thật sự phần lý thuyết nên giảng chậm và kỹ hơn .,0,1,2.5,False Positive
Cô rất khó theo dõi .,0,1,1.5,False Positive
Tuy hơi khó theo dõi nhưng rất dễ hiểu .,1,0,0.5,False Negative
Thật sự giảng viên còn sơ sài và thiếu chiều sâu .,0,1,2.0,False Positive
Thật sự phần lý thuyết cần sắp xếp nội dung logic hơn .,0,1,3.5,False Positive
Nói thật nội dung môn học chưa bám sát thực tế .,0,1,1.0,False Positive
Tuy hữu ích nhưng dạy hơi khó hiểu .,0,1,2.0,False Positive
Nội dung môn học chưa tạo được hứng thú .,0,1,2.0,False Positive
Cách truyền đạt cực kỳ nhàm chán .,0,1,3.0,False Positive
Tuy hơi rời rạc nhưng vô cùng dễ tiếp thu .,1,0,-0.5,False Negative
Tuy hơi mơ hồ nhưng khá hấp dẫn .,1,0,0.5,False Negative
Giáo trình chẳng hề khó theo dõi chút nào .,1,0,0.0,False Negative
Tuy hữu ích nhưng dạy rất khó theo dõi .,0,1,3.5,False Positive
Nhìn chung cách giảng dạy thiếu tính ứng dụng .,0,1,2.0,False Positive
Theo em nội dung môn học còn nhiều chỗ chưa hợp lý .,0,1,2.0,False Positive
Giảng viên dạy không dễ tiếp thu .,0,1,1.0,False Positive
Tuy bổ ích nhưng dạy hơi chán .,0,1,1.5,False Positive
Tuy hay nhưng dạy khá khó hiểu .,0,1,2.0,False Positive
Tuy nhiệt tình nhưng dạy hơi nhàm chán .,0,1,2.5,False Positive
Nói thật cách giảng dạy chưa được đầu tư đúng mức .,0,1,2.0,False Positive
Theo em phần lý thuyết còn sơ sài và thiếu chiều sâu .,0,1,2.0,False Positive
Phương pháp dạy vô cùng khô khan .,0,1,3.0,False Positive
Tuy tâm huyết nhưng dạy rất khó hiểu .,0,1,2.0,False Positive
Tuy dễ hiểu nhưng dạy cực kỳ buồn ngủ .,0,1,3.0,False Positive
Tuy tận tâm nhưng dạy quá khó theo dõi .,0,1,3.5,False Positive
Thật sự phần lý thuyết còn sơ sài và thiếu chiều sâu .,0,1,3.0,False Positive
Nhìn chung cô còn nặng lý thuyết .,0,1,2.0,False Positive
Nói chung nội dung môn học còn nhiều chỗ chưa hợp lý .,0,1,2.0,False Positive
Nhìn chung giáo trình còn nặng lý thuyết .,0,1,3.0,False Positive
Phương pháp dạy rất lan man .,0,1,2.5,False Positive
Thầy giảng hơi sinh động .,1,0,0.5,False Negative
Tuy hơi khó hiểu nhưng rất nhiệt tình .,1,0,0.75,False Negative
Theo em môn học này còn nặng lý thuyết .,0,1,2.0,False Positive
Tuy hơi khó hiểu nhưng hơi thú vị .,1,0,0.25,False Negative
Tuy hơi chán nhưng hơi bổ ích .,1,0,0.0,False Negative
Thật sự phần lý thuyết cần giảng chậm và kỹ hơn .,0,1,2.5,False Positive
Nói thật phần lý thuyết chưa được đầu tư đúng mức .,0,1,2.0,False Positive
Thật sự nội dung môn học cần đầu tư hơn cho phần thực hành .,0,1,1.5,False Positive
Tuy cuốn hút nhưng dạy hơi dở .,0,1,1.5,False Positive
Tuy chi tiết nhưng dạy khá khô khan .,0,1,3.0,False Positive
Bài giảng không lan man chút nào .,1,0,0.0,False Negative
Nói chung phương pháp dạy còn khá dàn trải .,0,1,1.0,False Positive
Tuy hơi tệ nhưng hơi cuốn hút .,1,0,0.0,False Negative
Tuy hơi rời rạc nhưng khá tâm huyết .,1,0,0.5,False Negative
Theo em giáo trình còn nặng lý thuyết .,0,1,2.0,False Positive
Giảng viên giảng vô cùng dễ hiểu .,1,0,0.0,False Negative
Nói thật slide bài giảng còn sơ sài và thiếu chiều sâu .,0,1,2.0,False Positive
Theo em phần lý thuyết còn nặng lý thuyết .,0,1,2.0,False Positive
Thầy không hề khô khan chút nào .,1,0,-1.0,False Negative
Tuy hơi mơ hồ nhưng khá sinh động .,1,0,0.5,False Negative
Thật sự cách giảng dạy còn khá dàn trải .,0,1,2.0,False Positive
Thầy truyền đạt chẳng rõ ràng .,0,1,1.0,False Positive
Môn học này nên sắp xếp nội dung logic hơn .,0,1,2.5,False Positive
Tuy hơi dở nhưng khá tâm huyết .,1,0,0.5,False Negative
Slide bài giảng còn nhiều chỗ chưa hợp lý .,0,1,1.0,False Positive
Tuy hay nhưng dạy cực kỳ buồn ngủ .,0,1,4.0,False Positive
Môn học này hơi buồn ngủ .,0,1,1.5,False Positive
Tuy hơi sơ sài nhưng hơi bổ ích .,1,0,0.0,False Negative
Giáo trình không nhàm chán .,1,0,0.0,False Negative
Thật sự phương pháp dạy cần cập nhật lại giáo trình .,0,1,2.5,False Positive
Tuy cuốn hút nhưng dạy hơi sơ sài .,0,1,1.5,False Positive
Cách giảng dạy quá lan man .,0,1,2.5,False Positive
Nhìn chung cô còn nhiều chỗ chưa hợp lý .,0,1,1.0,False Positive
Thầy không hề buồn ngủ .,1,0,0.0,False Negative
Nói thật nội dung môn học còn khá dàn trải .,0,1,2.0,False Positive
Tuy hơi lan man nhưng vô cùng dễ hiểu .,1,0,0.5,False Negative
Cô truyền đạt không dễ hiểu .,0,1,1.0,False Positive
Tuy rõ ràng nhưng dạy rất khó theo dõi .,0,1,2.5,False Positive
Cô dạy không dễ tiếp thu .,0,1,1.0,False Positive
Tuy hơi sơ sài nhưng khá hữu ích .,1,0,0.5,False Negative
Bài giảng không hề nhàm chán một chút nào .,1,0,0.0,False Negative
Cô quá khó theo dõi .,0,1,1.5,False Positive
Tuy hữu ích nhưng dạy vô cùng khô khan .,0,1,4.0,False Positive
Cô dạy không rõ ràng .,0,1,1.0,False Positive
Phương pháp dạy quá lan man .,0,1,2.5,False Positive
Cô vô cùng khó theo dõi .,0,1,2.0,False Positive
Tuy hơi khó hiểu nhưng khá thú vị .,1,0,0.5,False Negative
Nhìn chung bài giảng cần cập nhật lại giáo trình .,0,1,1.5,False Positive
Cách giảng dạy chưa tạo được hứng thú .,0,1,1.0,False Positive
Bài giảng không khô khan một chút nào .,1,0,-1.0,False Negative
Tuy tâm huyết nhưng dạy khá buồn ngủ .,0,1,3.0,False Positive
Phương pháp dạy không buồn ngủ một chút nào .,1,0,0.0,False Negative
Nhìn chung phần lý thuyết thiếu tính ứng dụng .,0,1,2.0,False Positive
Nói thật môn học này chưa tạo được hứng thú .,0,1,1.0,False Positive
Nói chung giảng viên còn nặng lý thuyết .,0,1,1.0,False Positive
Tuy nhiệt tình nhưng dạy khá khó hiểu .,0,1,2.0,False Positive
Tuy hơi sơ sài nhưng cực kỳ dễ tiếp thu .,1,0,-0.5,False Negative
Tuy thú vị nhưng dạy khá sơ sài .,0,1,1.0,False Positive
Slide bài giảng quá khó theo dõi .,0,1,2.5,False Positive
Nhìn chung giáo trình chưa tạo được hứng thú .,0,1,2.0,False Positive
Cô truyền đạt chẳng rõ ràng .,0,1,1.0,False Positive
Theo em giáo trình nên sắp xếp nội dung logic hơn .,0,1,2.5,False Positive
Bài giảng không hề lan man chút nào .,1,0,-1.0,False Negative
Tuy hơi khó hiểu nhưng hơi dễ hiểu .,1,0,0.0,False Negative
Nhìn chung cách truyền đạt nên tương tác với sinh viên nhiều hơn .,0,1,1.5,False Positive
Tuy hơi nhàm chán nhưng hơi dễ tiếp thu .,1,0,0.5,False Negative
Tuy hơi khô khan nhưng cực kỳ dễ hiểu .,1,0,0.5,False Negative
Môn học này vô cùng khó hiểu .,0,1,1.0,False Positive
Cô cực kỳ khô khan .,0,1,2.0,False Positive
Tuy hữu ích nhưng dạy vô cùng khó theo dõi .,0,1,4.0,False Positive
Tuy bổ ích nhưng dạy hơi rời rạc .,0,1,1.5,False Positive
Giảng viên dạy không dễ hiểu .,0,1,1.0,False Positive
Thật sự phương pháp dạy chưa được đầu tư đúng mức .,0,1,3.0,False Positive
Tuy bổ ích nhưng dạy rất khô khan .,0,1,3.5,False Positive
Nội dung môn học cần sắp xếp nội dung logic hơn .,0,1,3.5,False Positive
Nói chung cách truyền đạt thiếu tính ứng dụng .,0,1,1.0,False Positive
Slide bài giảng còn khá dàn trải .,0,1,1.0,False Positive
Tuy hơi khô khan nhưng hơi dễ hiểu .,1,0,0.5,False Negative
Thật sự phần lý thuyết nên thêm nhiều bài tập thực hành .,0,1,2.5,False Positive
Nói thật môn học này còn khá dàn trải .,0,1,1.0,False Positive
Thật sự cách giảng dạy cần giảng chậm và kỹ hơn .,0,1,2.5,False Positive
Nói thật cách truyền đạt còn sơ sài và thiếu chiều sâu .,0,1,2.0,False Positive
Phần lý thuyết hơi lan man .,0,1,1.5,False Positive
Nói chung cách truyền đạt cần thêm nhiều bài tập thực hành .,0,1,1.5,False Positive
Phương pháp dạy cực kỳ lan man .,0,1,3.0,False Positive
Cách giảng dạy thiếu tính ứng dụng .,0,1,1.0,False Positive
Tuy hơi khó hiểu nhưng hơi tận tâm .,1,0,0.25,False Negative
Nhìn chung cách truyền đạt còn nhiều chỗ chưa hợp lý .,0,1,2.0,False Positive
Slide bài giảng chưa tạo được hứng thú .,0,1,1.0,False Positive
Cách truyền đạt rất khó hiểu .,0,1,1.0,False Positive
Tuy tận tâm nhưng dạy cực kỳ khó hiểu .,0,1,2.0,False Positive
Thật sự môn học này còn nặng lý thuyết .,0,1,3.0,False Positive
Cách truyền đạt nên cập nhật lại giáo trình .,0,1,1.5,False Positive
Môn học này còn khá dàn trải .,0,1,1.0,False Positive
Nói chung giảng viên nên sắp xếp nội dung logic hơn .,0,1,1.5,False Positive
Nội dung môn học vô cùng buồn ngủ .,0,1,4.0,False Positive
Tuy bổ ích nhưng dạy hơi buồn ngủ .,0,1,2.5,False Positive
Tuy sinh động nhưng dạy hơi nhàm chán .,0,1,2.5,False Positive
Tuy tâm huyết nhưng dạy hơi khó hiểu .,0,1,2.0,False Positive
Nói thật phần lý thuyết còn khá dàn trải .,0,1,1.0,False Positive
Phương pháp dạy hơi lan man .,0,1,1.5,False Positive
Thật sự cách truyền đạt chưa bám sát thực tế .,0,1,1.0,False Positive
Phần lý thuyết cần sắp xếp nội dung logic hơn .,0,1,2.5,False Positive
Cách truyền đạt rất lan man .,0,1,2.5,False Positive
Tuy chi tiết nhưng dạy khá chán .,0,1,1.0,False Positive
Tuy hay nhưng dạy quá nhàm chán .,0,1,3.5,False Positive
Tuy hơi nhàm chán nhưng rất dễ hiểu .,1,0,0.5,False Negative
Nhìn chung giảng viên còn sơ sài và thiếu chiều sâu .,0,1,2.0,False Positive
Nói thật thầy khá rõ ràng .,1,0,0.0,False Negative
Tuy hữu ích nhưng dạy khá khó hiểu .,0,1,2.0,False Positive
Tuy rõ ràng nhưng dạy cực kỳ khô khan .,0,1,3.0,False Positive
Tuy nhiệt tình nhưng dạy khá buồn ngủ .,0,1,3.0,False Positive
Nói thật phần lý thuyết cần cập nhật lại giáo trình .,0,1,1.5,False Positive
Cô giảng quá dễ hiểu .,1,0,0.0,False Negative
Tuy thú vị nhưng dạy khá buồn ngủ .,0,1,3.0,False Positive
Nội dung môn học khá mơ hồ .,0,1,1.0,False Positive
Giáo trình cực kỳ buồn ngủ .,0,1,3.0,False Positive
Nhìn chung giáo trình cần tương tác với sinh viên nhiều hơn .,0,1,1.5,False Positive
Tuy tâm huyết nhưng dạy cực kỳ buồn ngủ .,0,1,4.0,False Positive
Tuy cuốn hút nhưng dạy cực kỳ lan man .,0,1,4.0,False Positive
Tuy hơi chán nhưng vô cùng dễ tiếp thu .,1,0,-0.5,False Negative
Môn học này cần cập nhật lại giáo trình .,0,1,1.5,False Positive
Tuy hay nhưng dạy cực kỳ nhàm chán .,0,1,4.0,False Positive
Nói chung cách truyền đạt chưa tạo được hứng thú .,0,1,1.0,False Positive
Giảng viên dạy chẳng rõ ràng .,0,1,1.0,False Positive
Thầy truyền đạt không rõ ràng .,0,1,1.0,False Positive
Tuy tâm huyết nhưng dạy hơi chán .,0,1,1.5,False Positive
Cô dạy chẳng dễ tiếp thu .,0,1,1.0,False Positive
Nhìn chung giáo trình còn nhiều chỗ chưa hợp lý .,0,1,2.0,False Positive
Theo em cách truyền đạt thiếu tính ứng dụng .,0,1,1.0,False Positive
Tuy hữu ích nhưng dạy khá hời hợt .,0,1,1.0,False Positive
"Giảng viên vô cùng dễ tiếp thu , em mong có thêm nhiều buổi như vậy .",1,0,0.2,False Negative
Thật sự slide bài giảng còn khá dàn trải .,0,1,2.0,False Positive
Theo em giáo trình nên cập nhật lại giáo trình .,0,1,1.5,False Positive
Thầy cực kỳ lan man .,0,1,2.0,False Positive
Tuy tận tâm nhưng dạy cực kỳ lan man .,0,1,4.0,False Positive
Tuy hữu ích nhưng dạy cực kỳ buồn ngủ .,0,1,4.0,False Positive
Thật sự slide bài giảng cần cập nhật lại giáo trình .,0,1,2.5,False Positive
Bài giảng cực kỳ khô khan .,0,1,2.0,False Positive
Tuy hơi lộn xộn nhưng hơi nhiệt tình .,1,0,0.0,False Negative
Thật sự giảng viên còn nhiều chỗ chưa hợp lý .,0,1,1.0,False Positive
Slide bài giảng vô cùng buồn ngủ .,0,1,3.0,False Positive
Theo em phương pháp dạy còn nhiều chỗ chưa hợp lý .,0,1,1.0,False Positive
Cô truyền đạt chẳng dễ hiểu .,0,1,1.0,False Positive
Nhìn chung thầy tương đối cuốn hút .,1,0,0.8,False Negative
Thầy không khó hiểu .,1,0,0.0,False Negative
Slide bài giảng không lan man một chút nào .,1,0,0.0,False Negative
Tuy hơi chán nhưng hơi hấp dẫn .,1,0,0.0,False Negative
Giảng viên không khó hiểu .,1,0,0.0,False Negative
Cách giảng dạy không khô khan .,1,0,0.0,False Negative
Tuy cuốn hút nhưng dạy rất nhàm chán .,0,1,3.5,False Positive
Nói chung cô khá dễ hiểu .,1,0,0.0,False Negative
Cách giảng dạy hơi buồn ngủ .,0,1,1.5,False Positive
Nhìn chung giáo trình chưa bám sát thực tế .,0,1,1.0,False Positive
Nói thật slide bài giảng còn khá dàn trải .,0,1,1.0,False Positive
Nói thật giáo trình cần giảng chậm và kỹ hơn .,0,1,1.5,False Positive
Phương pháp dạy cực kỳ khô khan .,0,1,3.0,False Positive
Thầy không hề buồn ngủ chút nào .,1,0,-1.0,False Negative
Cách giảng dạy vô cùng khô khan .,0,1,3.0,False Positive
Thầy giảng khá dễ hiểu .,1,0,0.0,False Negative
Giáo trình hơi nhàm chán .,0,1,1.5,False Positive
Cô vô cùng nhàm chán .,0,1,2.0,False Positive
Giảng viên quá khô khan .,0,1,1.5,False Positive
Tuy sinh động nhưng dạy vô cùng buồn ngủ .,0,1,4.0,False Positive
Tuy tận tâm nhưng dạy rất khó theo dõi .,0,1,3.5,False Positive
Tuy chi tiết nhưng dạy vô cùng nhàm chán .,0,1,4.0,False Positive
Cô chẳng hề khô khan .,1,0,0.0,False Negative
Bài giảng không khô khan chút nào .,1,0,0.0,False Negative
Nhìn chung cô nên sắp xếp nội dung logic hơn .,0,1,2.5,False Positive
Nhìn chung nội dung môn học cần sắp xếp nội dung logic hơn .,0,1,4.5,False Positive
Bài giảng khá buồn ngủ .,0,1,1.0,False Positive
Thầy tương đối dễ hiểu .,1,0,0.0,False Negative
Theo em giáo trình chưa được đầu tư đúng mức .,0,1,2.0,False Positive
Nhìn chung cách truyền đạt cần cập nhật lại giáo trình .,0,1,2.5,False Positive
Tuy hay nhưng dạy khá chán .,0,1,1.0,False Positive
Slide bài giảng hơi nhàm chán .,0,1,1.5,False Positive
Nói thật thầy còn nặng lý thuyết .,0,1,1.0,False Positive
Tuy hấp dẫn nhưng dạy vô cùng lan man .,0,1,4.0,False Positive
Bài giảng không lan man một chút nào .,1,0,-1.0,False Negative
Tuy nhiệt tình nhưng dạy khá sơ sài .,0,1,1.0,False Positive
Bài giảng tương đối hay .,1,0,0.8,False Negative
Thật sự giáo trình còn nhiều chỗ chưa hợp lý .,0,1,2.0,False Positive
Tuy hơi khó hiểu nhưng quá sinh động .,1,0,0.75,False Negative
Môn học này rất khô khan .,0,1,2.5,False Positive
Tuy tâm huyết nhưng dạy hơi mơ hồ .,0,1,1.5,False Positive
Tuy hơi dở nhưng hơi cuốn hút .,1,0,0.0,False Negative
Giáo trình chẳng hề nhàm chán chút nào .,1,0,0.0,False Negative
Tuy dễ tiếp thu nhưng dạy vô cùng nhàm chán .,0,1,3.0,False Positive
Nói thật phương pháp dạy nên sắp xếp nội dung logic hơn .,0,1,2.5,False Positive
Tuy dễ tiếp thu nhưng dạy vô cùng buồn ngủ .,0,1,3.0,False Positive
Bài giảng còn sơ sài và thiếu chiều sâu .,0,1,1.0,False Positive
Tuy hơi rời rạc nhưng hơi rõ ràng .,1,0,-0.5,False Negative
Tuy hữu ích nhưng dạy quá lan man .,0,1,3.5,False Positive
Cô truyền đạt chẳng dễ tiếp thu .,0,1,1.0,False Positive
Theo em cách giảng dạy chưa được đầu tư đúng mức .,0,1,2.0,False Positive
Giảng viên giảng hơi tận tâm .,1,0,0.5,False Negative
Cô không hề lan man một chút nào .,1,0,0.0,False Negative
Cách truyền đạt khá lan man .,0,1,2.0,False Positive
Cách truyền đạt không buồn ngủ .,1,0,0.0,False Negative
Cách truyền đạt khá khó hiểu .,0,1,1.0,False Positive
Tuy rõ ràng nhưng dạy cực kỳ nhàm chán .,0,1,3.0,False Positive
Theo em môn học này cần thêm nhiều bài tập thực hành .,0,1,1.5,False Positive
Tuy tâm huyết nhưng dạy cực kỳ lan man .,0,1,4.0,False Positive
Theo em môn học này còn nhiều chỗ chưa hợp lý .,0,1,1.0,False Positive
Thật sự phương pháp dạy còn nặng lý thuyết .,0,1,3.0,False Positive
Tuy hơi lan man nhưng vô cùng rõ ràng .,1,0,0.5,False Negative
Giảng viên truyền đạt chẳng dễ hiểu .,0,1,1.0,False Positive
Giáo trình không hề khô khan chút nào .,1,0,0.0,False Negative
Nhìn chung cách giảng dạy còn khá dàn trải .,0,1,2.0,False Positive
Nhìn chung cách giảng dạy nên tương tác với sinh viên nhiều hơn .,0,1,1.5,False Positive
Tuy thú vị nhưng dạy vô cùng khô khan .,0,1,4.0,False Positive
Tuy hơi chán nhưng hơi tận tâm .,1,0,0.0,False Negative
Tuy tận tâm nhưng dạy khá lộn xộn .,0,1,1.0,False Positive
Giảng viên chưa được đầu tư đúng mức .,0,1,1.0,False Positive
Theo em giáo trình thiếu tính ứng dụng .,0,1,1.0,False Positive
Thầy tương đối dễ tiếp thu .,1,0,0.0,False Negative
Nói chung nội dung môn học còn sơ sài và thiếu chiều sâu .,0,1,3.0,False Positive
Thật sự phần lý thuyết chưa tạo được hứng thú .,0,1,2.0,False Positive
Slide bài giảng hơi khô khan .,0,1,1.5,False Positive
Phương pháp dạy khá nhàm chán .,0,1,2.0,False Positive
Nói chung giáo trình còn nhiều chỗ chưa hợp lý .,0,1,1.0,False Positive
Tuy thú vị nhưng dạy khá hời hợt .,0,1,1.0,False Positive
Phương pháp dạy cực kỳ nhàm chán .,0,1,3.0,False Positive
Tuy hơi tệ nhưng cực kỳ rõ ràng .,1,0,-0.5,False Negative
Phần lý thuyết không hề lan man chút nào .,1,0,0.0,False Negative
