text,label
thầy là giảng viên dạy toán hay nhất trường .,1
"cách dạy thoải mái , nhẹ nhàng , nhiệt tình .",1
giảng viên truyền đạt kiến thức chưa tốt .,0
"nếu có thể , xin thầy cho chúng em những bài tập có đáp án .",0
thêm các buổi làm và sửa bài tập .,0
"giảng viên thoải mái , nhiệt tình , gần gũi với sinh viên .",1
"cô giảng bài rất nhanh , mong cô sẽ dạy chậm lại để sinh viên kịp hiểu vấn đề .",1
giảng viên cần có tâm hơn .,0
mong thầy giải bài tập nhiều hơn là nói toàn là lý thuyết .,0
cố gắng giảng lại đến khi sinh viên hiểu bài mới thôi .,1
các thông tin không được tải lên moodle .,0
"thầy giảng nhanh và cách truyền đạt hơi khó hiểu , đưa ra khá ít ví dụ để sinh viên có thể hiểu bài rõ hơn .",0
thầy giáo dạy nhiệt tình giúp tiếp cận kiến thức tốt .,1
"giảng viên tận tâm , nhiệt tình hỗ trợ sinh viên học tập , làm đồ án .",1
"thầy dạy tốt , hiền , dễ gần .",1
rất hài lòng về cách thức giảng dạy của giáo viên .,1
"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",1
thường cho bài tập về nhà và nộp qua website môn học .,0
"cô rất tận tâm , nhiệt tình trong công tác giảng dạy , cô giảng bài rất chi tiết , có các ví dụ cụ thể để minh họa cho từng phần mà cô giảng .",1
cung cấp thêm tài liệu và cho nhiều ví dụ thêm .,0
nói chung là em không thể tiếp thu bài trên lớp .,0
rất hiểu tâm lý sinh viên .,1
nói còn hơi nhỏ .,0
"em còn chưa thấy mặt thầy nữa , hoặc có nhưng quên rồi colondoublesurprise .",0
liên hệ thực tế đến các môn lập trình .,0
sáo rỗng .,0
giảng viên nên giảng dạy một cách sinh động hơn cho lớp học .,0
thầy dạy rất trầm .,0
phần bài làm trên moodle có nhiều sai sót gây ảnh hưởng đến điểm chuyên cần .,0
"tận tâm , hay .",1
nghe kể chuyện hay nhiều trong khi học .,1
anh nhiệt tình giảng dạy .,1
đảm bảo giờ giấc lên lớp cũng như số lượng bài tập về nhà .,1
thầy wzjwz127 dạy rất nhiệt tình .,1
"giáo trình tiếng anh của thầy có nhiều chỗ khó hiểu , khó tiếp thu .",0
"thầy dạy rất nhiệt tình , cập nhật thường xuyên những công nghệ mới trong giảng dạy .",1
chưa biết cách truyền đạt .,0
"giảng viên ít trình bày kiến thức cần thiết cho sinh viên , giảng viên gợi ý cho sinh viên nhưng gợi ý khá ít gây khó khăn cho sinh viên .",0
cho bài tập đầy đủ .,1
"giáo viên dễ , nói chuyện vui .",1
ghi bài quá nhiều .,0
thầy học bên ucla về nên dạy tiếng anh rất tốt .,1
"truyền đạt dễ hiểu , ví dụ minh họa thực tế , tạo hứng thú khi tham gia môn học .",1
môn học có quá nhiều kiến thức chuyên sâu và yêu cầu quá cao với một trường không thuộc khối kinh tế như công nghệ thông tin .,0
"nói chung , thầy dạy cái gì cũng hài lòng , rất dễ hiểu , tận tình , và vui .",1
"cô dạy rất nhiệt huyết , luôn vì sinh viên .",1
rất nhiệt tình với sinh viên .,1
"dọng thầy hơi khó nghe , nói còn hơi to .",0
cho làm nhiều bài test .,0
"thầy dạy nhiệt tình , rất hài lòng .",1
"mong giáo viên có thể giải tham khảo đề thi các năm , hoặc các dạng câu hỏi của anh văn .",0
cô rất nhiệt tình và tạo hứng thú trong học tập .,1
"bài tập cô đưa ra nhiều , và khó tìm hiểu , với kiến thực hiện tại của sinh viên thì khó có thể tìm hiểu và làm tốt bài tập cô ra .",0
trang thiết bị cần được nâng cấp và cải thiện .,0
dễ tiếp thu kiến thức .,1
giúp em hiểu ra được nhiều cái hay .,1
chỉ nên lấy điểm thi và điểm nộp bài .,0
thầy dạy rất có tâm .,1
"tân tâm , nhiệt tình trong lớp lẫn bên ngoài .",1
thầy bắt viết nhiều quá .,0
thầy căn chỉnh thời gian dạy không tốt .,0
"thứ nhất thầy không đảm bảo được giờ lên lớp , rất khó khăn để báo cáo đồ án và hỏi ý kiến thầy .",0
"cô dạy hay , linh hoạt .",1
giáo viên có trách nhiệm với công việc và luôn dạy đầy đủ thời gian lên lớp .,1
là thầy có viết lời giải để học sinh tham khảo .,1
thầy giáo lên lớp đúng giờ .,1
"nội dung tiết học còn lan man , cảm tưởng như thầy đang dạy về tiếng anh chuyên ngành , chứ không đào sâu về kỹ thuật .",0
"cô rất nhiệt tình , vui tính .",1
"học để giao tiếp nên chú trọng giao tiếp hơn , môn quá tập trung vào ngữ pháp và các bài nghe với level khó , trong khi tốc độ giao tiếp bình thường chậm hơn nhiều , thậm chí mình giao tiếp với người ngoại quốc còn thấy dễ nghe và dễ hiểu hơn nghe các file nghe trong bài học , điều này hoàn toàn không giúp sinh viên khá hơn .",0
"tâm lý giảng dạy rất nặng nề , áp lực .",0
nhiều lúc lớp chỉ có hai người đi học .,0
"cách giảng dạy của cô rất dễ hiểu , cô cũng rất quan tâm sinh viên .",1
ôn tập tỉ mỉ .,1
"do thời gian mỗi buổi học khá ngắn nên giảng viên cần tập trung vào những chủ đề quan trọng , phần còn lại nên để sinh viên tự tìm hiểu .",0
giảng viên nên nhiệt tình hơn trong giảng dạy .,0
"giảng viên gần gũi với sinh viên , giải đáp các thắc mắc của sinh viên .",1
rất hài lòng giảng viên .,1
"thầy vui tính , hòa đồng .",1
cung cấp nhiều tài liệu tham khảo .,1
không nên đề hình thức thực hành là số 2 gây nhàm chán cho sinh viên sau những ngày học lý thuyết thì sinh viên nên được thực hành trên phòng lab dưới sự hướng dẫn của giảng viên .,0
"truyền đạt tốt , dễ hiểu .",1
cần cung cấp thêm tài liệu học tập cho sinh viên .,0
thầy giảng bài rất dễ hiểu .,1
thầy chỉ dạy làm sao để thi chứ không dạy cách học môn lý thuyết mạch điện .,0
thương học sinh .,1
em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .,0
sự giảng dạy của giảng viên là rất gần với thực tế .,1
"nhiệt tình , giảng hiểu bài .",1
"nhiệt tình , tâm huyết .",1
tài liệu đầy đủ kiến thức .,1
chưa đi sâu vào chuyên môn cần thiết .,0
"giảng dạy cụ thể , dễ hiểu .",1
nếu làm chung với nhóm khác thì sẽ dẫn tới khác đề nên không hợp tác được .,0
giảng viên cho làm nhiều bài tập liên quan đến bài học .,1
"giảng dạy tốt , đi dạy đúng giờ .",1
"thầy đưa ra những dạng bài hay , bao quát kiến thức cho sinh viên .",1
"giáo viên rất dễ tính , dạy dễ hiểu , có nhiều điểm cộng .",1
"và cũng có rất nhiều lần , khi sinh viên nghỉ học các môn học vào thứ 7 để đi học môn này thì giảng viên lại tự ý nghỉ mà không thông báo .",0
thầy trình bày ví dụ và câu chuyện thực tế .,1
thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ !,0
thầy dạy nhiệt tình và rất quan tâm học sinh !,1
"thầy dạy hay , không khí vui vẻ và tận tình giải đáp mọi thắc mắc .",1
một số buổi dạy của giảng viên không hiệu quả về giờ giấc .,0
tăng thêm thời lượng môn học .,0
"cần có các phần mềm , thiết bị mô phỏng những bài lý thuyết đã học để sinh viên có được một cái nhìn trực quan , sinh động và dễ hiểu hơn .",0
liên hệ thực tiễn tương đối tốt .,1
"bài học nội dung tốt , sinh động .",1
"thầy dạy dễ hiểu , hướng dẫn chi tiết .",1
"nội dung bài học , nội dung ôn tập thi giữa kỳ , cuối kỳ nên được cập nhật trên moodle .",0
có thể làm demo trực tiếp người ở dưới làm theo .,0
"thầy giảng bài rất hay , là người rất tâm huyết và nhiệt tình .",1
"thực hành hình thức 2 tỏ ra kém hiệu quả , chủ yếu cho cái đồ án môn học rồi sinh viên tự mày mò mà làm , thời gian để sinh viên và giáo viên tương tác không có vì một hai buổi gặp sinh viên không thể giúp sinh viên được nhiều , vì đồ án chỉ tập trung vào một chủ đề nào đó trong môn học nên tổng quan lại là sinh viên chỉ nắm được kiến thức phần được làm , không nắm được các nội dung khác trong nội dung học .",0
giảng bài còn hơi nhanh .,0
để dễ dàng vận dụng kiến thức trên lớp .,0
cô rất hòa đông giảng dạy rất dễ hiểu .,1
"giảng viên không biết cách diễn đạt , nghỉ 2 tuần không thông báo trên moodle .",0
"thầy gần gũi thân thiện nhiệt tình , nhất là khi muốn phúc khảo bài thi .",1
"giảng nhiều , dễ hiểu , truyền đạt có hệ thống .",1
phòng thực hành ghế cao quá khiến học sinh ngồi dễ mỏi lưng .,0
không hài lòng tất cả .,0
khiến sinh viên mơ hồ về môn này .,0
"em nghĩ đây là sự cố do phòng đào tạo buộc thầy thay đổi hình thức thi , ban đầu chúng em được thông báo là thi cuối kỳ trên máy tính , nhưng sau đó lại phải thi trên giấy .",0
bài giảng thiếu sự thu hút .,0
cho thêm bài tập và cập nhật thông tin môn học trên moodle .,0
giáo viên giảng dạy có tâm huyết .,1
cần có tiết học với giảng viên nước ngoài .,0
"đầu tư vật chất , có nhiều hoạt đông thú vị .",1
"giảng viên dạy dễ hiểu , vui tính .",1
trong giờ học thầy cứ đi lên đi xuống và nói thao thao bất tuyệt .,0
giải thích được các vấn đề mà sinh viên chưa hiểu ở lý thuyết .,1
giảng dạy nghiêm túc .,1
"chỉ được thực hành hai buổi thi vì vậy không vận dụng tốt kiến thức đã học , không đảm bảo số buổi như lúc bắt đầu đã thỏa thuận .",0
đề nghị lắp thêm quạt .,0
nhiệt huyết .,1
"nộp báo cáo giữa kỳ không có hồi đáp , đến lúc báo cáo cuối kỳ thì lại bảo đề tài các em báo cáo không được phép chọn , mặc dù đề tài có trong danh sách giảng viên up lên moodle .",0
"giảng hơi nhanh , chưa kỹ lắm .",0
hi vọng thầy có thể cải thiện kỹ năng truyền đạt hơn .,0
"dạy tốt , khả năng truyền đạt tốt giúp sinh viên dễ tiếp thu , phương pháp giảng dạy hiệu quả , nhiệt tình .",1
"cô dạy nhiệt tình , dạy kỹ .",1
"giảng viên nhiệt tình , truyền đạt dễ hiểu , điểm số công bằng .",1
"giáo viên không giảng dạy kiến thức , hướng dẫn thực hành trong quá trình học .",0
theo em việc học toán trong một giảng đường quá lớn là rất bất lợi .,0
thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .,1
thầy tạo ra nhiều hoạt động hay để áp dụng kiến thức vào bài học .,1
"giáo trình tốt , kiến thức trọng tâm .",1
"lắp quạt phù hợp vì phòng có 2 dãy quạt 2 bên nhưng ngồi ở dãy giữa vẫn nóng , cần có màn che cửa sổ và có ổ cắm điện .",0
nên có giảng viên nước ngoài vào giảng dạy phần speaking .,0
cái máy chiếu ở giảng đường 3 quá mờ .,0
"giảng viên hơi khó , bài tập hơi nặng đối với những sinh viên không chuyên ngành .",0
số tiết thực hành còn ít .,0
"thầy dạy kỹ và dễ hiểu , khuyến khích khả năng tự học của sinh viên , không khí lớp học vui vẻ .",1
"giảng khó hiểu , nói chuyện ngoài lề , đi trễ , đuổi sinh viên về sớm .",0
đánh giá môn học sơ sài và không công bằng .,0
"thầy dạy hơi nhannh , bài tập hơi khó .",0
"số lượng bài tập tại lớp mỗi buổi khá nhiều , em mong thầy có thể giảm bớt 2 - 3 bài .",0
giảng viên lên lớp đầy đủ và đúng giờ .,1
giảng viên rất tận tâm và dạy học theo phương pháp học cấp 3 rất gần gũi với sinh viên .,1
"có cảm giác hà khắc , khá khó chịu .",0
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",1
em mong thầy sẽ cung cấp chúng em nhiều tài liệu chính thống hơn để chúng em có thể dễ dàng tìm hiểu kiến thức môn học .,0
"cô wzjwz221 rất nhiệt tình trong giờ thực hành , tận tâm , sẵn sàng giúp đỡ tìm lỗi sai và chỉ cách khắc phục .",1
tốc độ giảng dạy tương đối cao .,0
em thấy vậy được rồi .,1
"giảng viên nhiệt tình , vui vẻ , luôn giúp đỡ cho sinh viên hoàn thành tốt nhất bài báo cáo .",1
gây khó khăn khi tìm thông tin làm bài tập và nộp bài tập trên moodle .,0
cần đổi mới tài liệu .,0
"giờ học là 7h30 thì 8h thầy vào lớp , hết tiết là 9h45 nhưng lại học tới 10h15 .",0
"nhưng em góp ý là , nếu có trường hợp đó thì thầy thực hành nên giảng sơ qua trước khi làm .",0
cô không hiểu rõ được tâm lý sinh viên công nghệ thông tin nên khi nào cô cũng áp đặt là bọn em phải chăm chỉ học hành .,0
"giảng dạy nhiệt tình , vui vẻ , hài hước tạo cảm giác hứng thú cho sinh viên trong giờ học .",1
thời gian lên lớp còn ít !,0
"làm đồ án còn phải thi cuối kỳ lý thuyết , sinh viên có nhiều đồ án trên một kỳ , còn phải thi lý thuyết cuối kỳ .",0
"bộ kit thực hành cần được nâng cấp để không xảy ra tình trạng hư , trục trặc .",0
đến lớp đúng giờ .,1
thầy nghe điện thoại còn nhiều hơn cả giảng bài nữa .,0
"thầy dạy có tâm , nhiệt tình với sinh viên .",1
cô rất xinh .,1
"nhiệt tình , tận tâm , giải đáp các thắc mắc .",0
"đề thi còn khó đối với sinh viên , đó chưa phải mức trung bình mà học sinh học lực trung bình làm được .",0
thầy dạy nhiệt tình với sinh viên .,1
thầy giảng còn hơi khó hiểu khó tiếp thu .,0
"giảng viên nhiệt tình , giảng dạy dễ hiểu , thu hút .",1
cô có cho nói chuyện với giảng viên nước ngoài !,1
"thầy giảng bài khó hiểu , không trình bày cách giải bài tập cho sinh viên .",0
phân bổ hợp lý thời gian học và nên cho xem nhiều video hơn là nghe .,0
nên có bài viết hoặc bài tiểu luận mỗi 2 tuần trên courses để sinh viên thực tập .,0
môn này khá trừu tượng nên mong thầy có nhiều liên tưởng tới thực tiễn hơn để chúng em có thể hiểu .,0
"dạy khó hiểu , thực sự chưa hiệu quả .",0
"nhưng thầy thử nghĩ nếu em muốn ngủ mà cứ phải lên lớp thì thầy có thích khi nhìn xuống lớp giảng viên thì dạy , sinh viên thì ngủ mà vẫn có điểm danh như vậy thì có được không .",0
giảng dạy đúng giờ và nhiệt tình .,1
cần liên hệ thực tiễn nhiều hơn .,0
thầy giảng bài dễ hiểu và rất vui tính .,1
"slide bài giảng chưa sinh động , chưa đưa được tinh thần học tập của lớp đạt hạt hiệu quả cao .",0
giáo viên rất nhiệt tình và tâm huyết .,1
"đúng giờ , dạy dễ hiểu .",1
"giảng viên theo sát chuyên cần lớp , giảng dễ hiểu .",1
"cô dạy hay , hấp dẫn .",1
"thầy dạy dễ hiểu , gần gũi với sinh viên .",1
thời gian đi dạy trễ .,0
mong phòng đào tạo trong tương lai sắp xếp cho thầy wzjwz128 dạy lớp em bất cứ môn nào thầy có thể .,0
nhiều khi thầy nghỉ không báo trước colonsad .,0
"nội dung môn học cần tập trung vào các vấn đề chính , tránh dàn trải theo giáo trình .",0
"tận tình , tâm huyết với sinh viên .",1
học kỳ 2 cần học riêng theo từng lớp để có được kết quả học tập tốt nhất .,0
dạy quá tiết học .,1
nên có thêm nhiều kỳ thi để đánh giá kết quả học tập của sinh viên .,0
em mong muốn nhà trường phân công thầy wzjwz29 dạy lớp em nếu có thể ở các môn học tiếp theo .,1
"đúng chất một cô giáo viên gương mẫu , cô dạy rất nhiệt tình , rất nhiệt huyết với nghề và cũng rất rất quan tâm tới sinh viên chúng em , dạy bằng cả trái tim .",1
"giảng viên cung cấp đầy đủ kiến thức , tài liệu học tập .",1
thầy dạy vui vẻ .,1
bài tập mỗi tuần đều có và đầy đủ .,1
"giảng rất nhiệt tình và vui tính , thân thiện với sinh viên .",1
thầy giảng bài nhiệt tình .,1
"cô dạy rất tận tâm và nhiệt tình , giảng bài rất kỹ , cô luôn cập nhật tài liệu trên course .",1
sử dụng kiến thức có tính thực tiễn cao hơn kiến thức có thể áp dụng vào trong thực tiễn .,0
giảng viên giảng dạy khó tiếp thu .,0
"thầy không dạy kỹ , bỏ sót một số phần và không sử dụng giờ lên lớp hiệu quả , học theo cdio nhưng không có khác biệt quá lớn với các lớp khác , thất vọng .",0
"nhưng chất lượng cơ sở vật chất nhất là bàn ghế bên dãy nhà wzjwz15 , có một số phòng bụi nhiều , bàn ghế dơ nhưng không được lau dọn .",0
không nên nói là sinh viên phải nghiên cứu vấn đề này nhưng doubledot giảng viên phải cho mỗi chương khoảng 30 bài và có đáp án .,0
"phòng máy quá cũ , internet không có , nhỏ , máy cấu hình quá yếu .",0
"thầy thử nói , một nhóm không ai quen biết , không chung khoa , đã vậy lại không cùng chí hướng lấy gì để cái gọi là đề ra chí hướng và cách thức thực hiện chúng .",0
dạy không phù hợp với cách học của em .,0
tâm huyết .,1
"thầy kể chuyện hay , nhiệt tình , nói các vấn đề sát với thực tế ngành công nghệ thông tin .",1
bây giờ vẫn chưa có điểm lớp it003dote21 .,0
"đôi lúc hỏi một số câu hỏi rất mơ hồ khiến sinh viên không biết đang được hỏi về khía cạnh nào , cũ hay mới ( chương trước hay chương hiện tại ) .",0
khả năng truyền đạt kiến thức không cao .,0
bên cạnh đó lại đòi hỏi chuẩn quá cao trong khi việc truyền đạt thì vô cùng không hiệu quả .,0
dạy rất kỹ .,1
giáo viên hướng dẫn nhiệt tình .,1
riêng trang thiết bị quá kém .,0
"đúng giờ , dễ hiểu .",1
"bên cạnh đó còn chia sẻ với sinh viên nhiều kinh nghiệm quý báu , có ích cho việc học và làm sau này .",1
mong cô dạy thêm về ngữ pháp .,0
"thầy rất nhiệt tình , dạy rất hay , rất quan tâm học sinh .",1
giảng viên dạy khá nhanh .,0
"thời gian thực hành tập trung chưa phù hợp , bị trùng với các giờ với các môn học khác .",0
thầy dạy nhiệt tình và luôn tạo cảm giác thoải mái cho sinh viên khi tiếp thu kiến thức .,1
"thầy dạy rất nhiệt huyết , tận tâm .",1
hỗ trợ thêm giáo trình không phải slide cho sinh viên .,0
"làm tốn thời gian truyền đạt , dẫn đến hứng thú lên lớp nghe giảng bị hạn chế .",0
khi có thắc mắc thầy giải thích rất dễ hiểu .,1
"khi giảng bài , nói rất nhanh và khó nghe .",0
giáo viên lên lớp đúng giờ và phát âm khá chuẩn .,1
thầy dạy cung cấp rất nhiều ví dụ thực tế .,1
cô vui vẻ .,1
thầy nên đổi mới cách dạy để bài học trở nên sinh động hơn .,0
thầy cho nghỉ hơi nhiều .,0
"thầy dạy nhiệt tình , mong được học thầy những kỳ sau colonsmilesmile .",1
"thầy dạy hay , rất vui vẻ .",1
giảng viên chưa phân chia nhóm thực hành hợp lý .,0
cho bài tập khó ngay khi vừa giảng xong .,0
các bài thực hành cần có tính định hướng hơn thay vì làm các công việc cụ thể như nạp firmware cho router .,0
hơi nghiêm .,0
"nên giảng dạy nhiều hơn , thầy viết bảng nhiều gây sự nhàm chán cho sinh viên , vì thiếu tương tác giữa giảng viên và sinh viên !",0
giáo viên tốt .,1
"giản viên không có tương tác với sinh viên , đọc slide xong rồi về .",0
"chẳng hạn , sinh viên chuyên ngành mạng thì không nên quá đào sâu vào nội dung mà chỉ cần đưa ra những nội dung nền tảng , cần thiết nhất .",0
thực hành cần được quan tâm hơn .,0
giáo viên phân bố thời gian dạy không rõ ràng .,0
giảng viên đi dạy rất đúng giờ .,1
"trang thiết bị còn kém , loa chưa đủ rõ để nghe anh văn , máy chiếu chưa nhìn rõ màu sắc .",0
thầy dạy nhiệt huyết .,1
"không chỉ truyền đạt đầy đủ kiến thức , thầy còn cho thêm sinh viên nhiều thông tin bổ ích khác .",1
"vui vẻ , giờ học vui .",1
"bồi dưỡng chuyên môn giáo viên phần phát âm , từ vựng .",0
cho làm debate về thực tiễn .,1
"thầy tận tâm , dạy dễ hiểu , hướng dẫn kỹ cho sinh viên cách giải bài tập .",1
cho bài tập cụ thể .,1
"giáo viên tận dụng giờ lên lớp hiệu quả , lên lớp đúng giờ .",1
"quản lý lớp tốt , truyền đạt hay .",1
tạo nhiều cơ hội cho sinh viên trau dồi kiến thức cũng như cải thiện điểm số .,1
"cô nên cho sinh viên nâng cao kỹ năng nói nhiều hơn , vì hầu như vào lớp không được nói nhiều , dẫn đến khâu speaking còn kém quá , có nhiều câu đơn giản nhưng tụi em sẽ không biết nói như thế nào và không biết mình nói đúng hay sai vì không được ai sữa lỗi .",0
"sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn .",0
"giảng viên rất vui tính , giảng dạy nhiệt tình , chi tiết cho sinh viên .",1
giáo viên giảng hơi khó hiểu ạ .,0
"năm ngoái học đã có bao nhiêu bạn bị rớt và suýt bị rớt vì môn này , nhưng năm nay cô không rút kinh nghiệm cách dạy thậm chí còn khó hơn năm ngoái .",0
lên lớp chưa đầy đủ .,0
không đề cương ôn thi cuối kỳ .,0
"tận tâm , cho nhiều bài tập .",1
"cho nghỉ học quá nhiều , bù học vào các ngày cuối tuần và kéo dài .",1
thầy vẫn tuyệt vời như ngày nào .,1
chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp .,0
"em thấy lúc giảng , thầy chỉ ngồi yên trên ghế và đọc slide dẫn đến sinh viên cảm thấy nhàm chán .",0
em thấy vấn đề điểm danh khi đi học là không hiệu quả .,0
giảng viên không lên lớp .,0
"em thấy nội dung kiểm tra chưa phù hợp , chương trình học quá nặng .",0
"cô hỗ trợ tốt , nhiệt tình .",1
được làm seminar nên sinh viên nghiên cứu nhiều hơn .,1
"phần đầu thầy giảng không hiểu , bọn em có về xem lại nhưng thật sự không tiếp thu lại được bao nhiêu .",0
nếu như 5 tiết đó để cho sinh viên làm các dạng bài tập khác nhau do thầy chiếu trên slide thì hay hơn là dùng 5 tiết để ghi tràn lan lý thuyết và số lượng lớn bài tập trùng dạng trên bảng .,0
"không áp dụng vào đời sống nhiều , phân chia thời gian học chưa hợp lý .",0
mong học kỳ sau sẽ sớm có phòng thí nghiệm cho môn này .,0
"giảng viên nhiệt tình , thân thiện .",1
môn học với kiến thức không quá nặng .,1
giảng viên rất nhiệt tình và vui vẻ .,1
giáo viên dạy nhiệt tình và dễ hiểu .,1
"cô giảng bài cụ thể , áp dụng vào thực tế rõ ràng .",1
học sinh luôn thích những giáo viên thân thiện với học sinh để tăng được sự tương tác giữa đôi bên .,0
thầy không vui tính .,0
cách dạy của thầy giúp sinh viên có thể chủ động và rất dễ hiểu .,1
hơi khắt khe .,0
"nhiệt tình , sửa một số lỗi phần speak , củng cố phần nghe - viết .",1
thường thì 8h kém 10 mới bắt đầu học .,0
dạy rất chi tiết và đầy đủ những kiến thức quan trọng .,1
cách dạy dễ hiểu và dễ tiếp thu .,1
"thầy giảng hay , mặc dù thỉnh thoảng có ngoài lề nhưng làm cho chúng em rất hứng thú và không buồn ngủ .",1
"bài tập hay , nâng cao .",1
thầy rất thiếu nhiệt tình .,1
"nên cho bài tập theo hình thức file , thay vì chép bảng ( chỉ nên chép bảng bài học thôi ) .",0
nên chú trọng vào thực hành .,0
"những bài ôn tập không quá "" trên trời "" mà đi thẳng vào vấn đề .",1
"các tiết thực hạnh hay , thực tế , không khí vui vẻ .",1
mong thầy đảm bảo giờ lên lớp .,0
thầy giảng hơi khó hiểu hay tại bài học khó hiểu ?,0
"thầy không sửa bài tập , trên lớp thầy chỉ giảng lý thuyết theo em như thế là ít có hiệu quả .",0
chỉ hướng dẫn sử dụng access không hướng dẫn sử dụng database sql .,0
"vui vẻ , giảng dạy tích cực .",1
nên có thêm ví dụ cụ thể của giảng viên cho từng dạng toán thay vì chỉ sửa bài tập của sinh viên .,0
cung cấp nhiều kiến thức .,1
giảng viên cần truyền đạt tốt hơn .,0
giảng viên vui vẻ hòa đồng .,1
nên có bài tập lớn đồ án môn học .,0
thầy thường xuyên đi trễ trong các buổi học .,0
khó tiếp thu !,0
"vui tính , hòa đồng nhiệt tình , chỉ bảo tận tình .",1
phương pháp dạy chưa hay .,0
"giáo viên cần thông báo đầy đủ các vấn đề sinh viên cần biết trên moodle , cung cấp các slide thực hành trước các buổi thực hành để sinh viên tìm hiểu trước .",0
"đây là năm đầu tiên thầy giảng dạy , chúng em đều thông cảm !",0
"dạy không có chuẩn bị trước , chỉ đọc slide .",0
thêm nhiều bài tập hay gặp khi thi học kỳ !,0
em nghĩ nội dung thực hành nên gần với đồ án hơn .,0
hy vọng học kỳ tiếp theo được học môn cấu trúc rời rạc của thầy .,0
thầy nên hướng dẫn thực hành trong giờ học thực hành .,0
"nâng cấp hệ thống phục vụ giảng dạy như loa , máy cassette .",0
cho nhiều bài tập vận dụng .,1
"cách dạy của thầy chưa hiệu quả , nhiều lúc còn nâng đỡ một số sinh viên .",0
kiến thức hơi ít .,0
giải đáp các thắc mắc nhanh và chi tiết .,1
em tiến bộ rất nhanh .,1
cần đưa ra những ứng dụng thực tế để có thể hiểu dễ dàng hơn .,0
tốt .,1
"cô dạy nhiệt tình , dễ hiểu , đảm bảo cho sinh viên hiểu rõ lý thuyết .",1
"thân thiện , có kinh nghiệm .",1
phần thực hành wireshark quá mơ hồ .,0
"nhiệt tình , tận tâm , hài hước , famous name .",1
nhiều vấn đề nói chưa rõ .,0
đôi lúc hơi khó .,0
nhiệt tình và thân thiện .,1
cô dung dậy nhiệt tình dễ hiểu .,1
cần cho nhiều thời gian để sinh viên có đủ thời gian hoàn thành đồ án môn học .,0
"cải thiện trang thiết bị phòng học doubledot quạt , máy chiếu .",0
em xin có ý kiến doubledot giảng viên lý thuyết dạy chậm hơn so với giảng viên thực hành rất nhiều !,0
chủ đề học thường lan man .,0
phòng ốc nên sạch sẽ hơn thì sinh viên sẽ có hứng thú ngồi lâu hơn trong phòng học .,0
"giảng viên không giải thích gì về bài tập , nếu có giải thích thì chỉ qua loa cho xong .",0
"chú trọng vào thực tế hơn lý thuyết , tăng sự thích thú cho học sinh .",1
thầy dạy hay và ứng dụng thực tế .,1
luôn cập nhật kiến thức mới .,1
cô giảng bài hơi nhiều khiến sinh viên học quá nhiều kiến thức dẫn đến rối .,0
"cô dạy lý thuyết ngắn gọn , bài tập thường xuyên !",1
"thầy bụng bự , vui tính , hòa đồng .",1
"thầy dạy rất nhiệt tình , dễ hiểu , tận tâm .",1
"bài tập thầy cho ít , giải cũng ít , không có bài tập về nhà .",0
"giảng viên truyền đạt kiến thức tốt , dễ hiểu .",1
thêm nhiều thời gian .,0
giáo viên rất tận tình giảng dạy dễ tiếp thu .,1
cô nhiệt tình với sinh viên .,1
cách thầy giảng rất hấp dẫn và dễ hiểu .,1
cần thông báo rõ hình thức đánh giá môn học một cách thống nhất .,0
"giảng viên thường nghỉ đột xuất nhiều , phương pháp dạy chưa cuốn hút khiến sinh viên chưa thể tập trung vào việc học .",0
"giảng viên hay đi trễ , không hướng dẫn dẫn sinh viên về nội dung thực hành cũng không quan sát theo dõi quá trình thực hành của sinh viên , các câu trả lời chưa giải đáp được thắc mắc của sinh viên .",0
không nhiệt tình trong giảng dạy .,0
"thầy luôn đi đúng giờ , không điểm danh .",1
"giảng viên dạy hay , hướng dẫn rõ ràng .",1
thầy rất vui tính và luôn kích thích tinh thần học hỏi ở các sinh viên .,1
"cô vui tính , giảng dễ hiểu .",1
"thưa , em thực sự rất hài lòng về mức độ bài giảng .",1
"thầy chỉ bảo rất nhiệt tình , tận tâm , nghiêm túc nhưng thoải mái , vui vẻ , em rất thích !",1
"các slide khó hiểu , ngôn ngữ trong slide phức tạp , lòng vòng vì vậy giảng viên cần chỉnh sửa lại slide giảng dạy .",0
"thầy nên định hướng nghiên cứu , hướng dẫn cách triển khai đối với những bài thực hành khó .",0
"seminar thì lung tung , không rõ ràng .",0
